transaction_id,customer_id,card_number_last4,card_type,transaction_date,transaction_time,amount,merchant_name,merchant_category,merchant_category_code,city,state,terminal_id,response_code,spending_pattern
TXN_00000570,CUST_000738,4122,Visa,2024-07-15,18:23:29,287.08,Marriott,Hotel,3501,Schaumburg,IL,TRM_822121,00,conservative
TXN_00005192,CUST_001190,1483,Mastercard,2024-07-15,18:27:59,48.74,Chevron,Gas Station,5541,Bellevue,WA,TRM_494598,51,conservative
TXN_00006853,CUST_000832,3615,Visa,2024-07-15,19:36:54,156.79,Chipotle,Restaurant,5814,Cincinnati,OH,TRM_121991,00,high_spender
TXN_00003372,CUST_000871,6449,Discover,2024-07-15,20:06:49,577.58,eBay,Online Retail,5969,Dallas,TX,TRM_605725,65,high_spender
TXN_00002639,CUST_000981,1866,Mastercard,2024-07-15,20:21:46,75.66,Pizza Hut,Restaurant,5812,Ann Arbor,MI,TRM_533291,00,high_spender
TXN_00000238,CUST_001173,4186,Mastercard,2024-07-15,20:25:18,157.86,Zappos,Online Retail,5969,Fresno,CA,TRM_307949,00,conservative
TXN_00006106,CUST_000241,5496,American Express,2024-07-15,20:44:20,206.93,McDonald's,Restaurant,5812,Buffalo,NY,TRM_627182,00,high_spender
TXN_00008238,CUST_001478,6752,Discover,2024-07-15,20:56:53,369.76,Wayfair,Online Retail,5969,Fresno,CA,TRM_314856,00,moderate
TXN_00005403,CUST_000826,2410,Discover,2024-07-15,21:02:26,126.06,Bowling Alley,Entertainment,7841,Cambridge,MA,TRM_611984,00,high_spender
TXN_00009098,CUST_001421,5994,Mastercard,2024-07-15,21:50:55,357.41,Target.com,Online Retail,5999,Edison,NJ,TRM_824779,00,moderate
TXN_00009208,CUST_000058,7321,Discover,2024-07-16,00:00:18,113.68,Publix,Grocery,5499,Aurora,IL,TRM_495516,00,moderate
TXN_00007247,CUST_000447,8021,American Express,2024-07-16,00:55:14,45.77,Target,Grocery,5499,Fort Lauderdale,FL,TRM_959427,00,moderate
TXN_00002781,CUST_000708,2178,Discover,2024-07-16,01:32:20,179.78,eBay,Online Retail,5969,Pittsburgh,PA,TRM_872429,00,conservative
TXN_00005867,CUST_000903,4637,Mastercard,2024-07-16,04:18:25,42.79,BP,Gas Station,5542,Toms River,NJ,TRM_617240,00,moderate
TXN_00002384,CUST_000806,1588,Mastercard,2024-07-16,07:01:25,159.06,Bloomingdale's,Department Store,5399,Augusta,GA,TRM_361211,00,moderate
TXN_00004862,CUST_000663,7058,American Express,2024-07-16,07:27:42,121.78,Safeway,Grocery,5499,Worcester,MA,TRM_905094,00,conservative
TXN_00003853,CUST_000068,7070,Visa,2024-07-16,09:37:56,115.23,Car Rental,Transportation,4121,Naperville,IL,TRM_753453,00,conservative
TXN_00006231,CUST_001405,1074,Mastercard,2024-07-16,10:25:33,41.28,Duane Reade,Pharmacy,5912,Boston,MA,TRM_126241,00,conservative
TXN_00001100,CUST_000802,0970,Visa,2024-07-16,11:20:46,53.46,Rite Aid,Pharmacy,5122,Warren,MI,TRM_596783,00,moderate
TXN_00001553,CUST_000688,3006,American Express,2024-07-16,12:08:31,664.95,B&H Photo,Electronics,5732,Woodbridge,NJ,TRM_356706,00,conservative
TXN_00001509,CUST_001134,1561,American Express,2024-07-16,12:58:39,262.16,McDonald's,Restaurant,5812,Lowell,MA,TRM_583834,00,high_spender
TXN_00006541,CUST_001236,3033,Discover,2024-07-16,14:44:05,3513.94,Dental Office,Healthcare,8011,Hialeah,FL,TRM_990124,51,moderate
TXN_00008390,CUST_001107,4613,Discover,2024-07-16,15:53:46,1285.36,B&H Photo,Electronics,5732,Richmond,VA,TRM_652913,00,conservative
TXN_00004308,CUST_001385,1972,Mastercard,2024-07-16,16:18:19,30.75,Exxon,Gas Station,5541,Tempe,AZ,TRM_874514,00,high_spender
TXN_00001687,CUST_000729,5319,Discover,2024-07-16,16:29:04,165.27,Macy's,Department Store,5311,Bakersfield,CA,TRM_310734,00,high_spender
TXN_00004722,CUST_001184,6315,Mastercard,2024-07-16,16:44:41,3.13,Health Mart,Pharmacy,5912,Yonkers,NY,TRM_973948,00,moderate
TXN_00002645,CUST_000474,0163,Visa,2024-07-16,16:54:58,51.12,Kohl's,Department Store,5399,Erie,PA,TRM_831860,00,moderate
TXN_00006404,CUST_001177,0697,Mastercard,2024-07-16,17:35:09,69.49,McDonald's,Restaurant,5812,Macon,GA,TRM_825571,00,conservative
TXN_00005849,CUST_001272,4349,Mastercard,2024-07-16,17:48:04,48.61,Walgreens,Pharmacy,5122,Hampton,VA,TRM_575431,00,moderate
TXN_00009189,CUST_000973,4275,Visa,2024-07-16,18:20:50,72.51,Valero,Gas Station,5541,Fort Lauderdale,FL,TRM_767429,00,conservative
TXN_00002756,CUST_000812,3575,Visa,2024-07-16,19:07:38,199.89,Kroger,Grocery,5499,Dearborn,MI,TRM_543335,00,high_spender
TXN_00009857,CUST_000024,2052,Discover,2024-07-16,19:21:20,266.37,Wegmans,Grocery,5411,Columbus,GA,TRM_575816,00,high_spender
TXN_00008333,CUST_001208,5522,Mastercard,2024-07-16,19:59:54,13.7,Pizza Hut,Restaurant,5812,Erie,PA,TRM_212582,00,conservative
TXN_00001403,CUST_000683,6131,Discover,2024-07-16,20:57:00,162.37,Whole Foods,Grocery,5411,Hialeah,FL,TRM_619531,00,moderate
TXN_00001220,CUST_000544,5179,American Express,2024-07-16,22:59:41,325.24,Zappos,Online Retail,5969,Allentown,PA,TRM_298209,00,conservative
TXN_00004313,CUST_000962,2379,Visa,2024-07-17,01:33:21,226.17,Chipotle,Restaurant,5812,Grand Rapids,MI,TRM_997658,00,high_spender
TXN_00009612,CUST_000089,0632,Visa,2024-07-17,02:41:17,1758.09,Fry's Electronics,Electronics,5732,Miami,FL,TRM_685894,00,high_spender
TXN_00002264,CUST_000251,7721,Visa,2024-07-17,06:15:20,58.64,Sunoco,Gas Station,5541,Pittsburgh,PA,TRM_334766,00,moderate
TXN_00001610,CUST_001435,6562,Visa,2024-07-17,06:55:06,104.06,Valero,Gas Station,5541,Syracuse,NY,TRM_694901,00,moderate
TXN_00009168,CUST_000729,3822,Discover,2024-07-17,08:03:00,423.13,Kohl's,Department Store,5311,San Diego,CA,TRM_891953,00,high_spender
TXN_00002293,CUST_000341,0568,Visa,2024-07-17,08:23:24,170.97,Chevron,Gas Station,5542,Dearborn,MI,TRM_192321,00,high_spender
TXN_00008136,CUST_001022,2395,American Express,2024-07-17,08:36:23,152.59,Target,Grocery,5499,Philadelphia,PA,TRM_873021,00,high_spender
TXN_00005645,CUST_001292,0529,Discover,2024-07-17,10:25:52,141.87,Dental Office,Healthcare,8011,Augusta,GA,TRM_379067,00,moderate
TXN_00002780,CUST_000437,2758,Mastercard,2024-07-17,11:02:00,370.91,Bank ATM,ATM,6012,Elgin,IL,TRM_144696,51,moderate
TXN_00006348,CUST_000337,9595,Mastercard,2024-07-17,11:29:26,35.79,Saks,Department Store,5311,Mesa,AZ,TRM_144781,00,conservative
TXN_00003405,CUST_001361,1435,Visa,2024-07-17,12:29:30,120.34,Whole Foods,Grocery,5499,Houston,TX,TRM_124546,00,conservative
TXN_00005326,CUST_001186,0241,Mastercard,2024-07-17,13:23:13,33.45,Walmart,Grocery,5499,Bellevue,WA,TRM_927312,00,conservative
TXN_00006735,CUST_001415,7709,American Express,2024-07-17,14:24:27,117.37,JCPenney,Department Store,5399,Springfield,MA,TRM_464937,00,high_spender
TXN_00003572,CUST_000561,6710,Mastercard,2024-07-17,14:29:31,137.74,Kohl's,Department Store,5399,San Diego,CA,TRM_896694,00,conservative
TXN_00009943,CUST_000355,7802,Visa,2024-07-17,15:13:39,485.69,Apple Store,Electronics,5732,New Bedford,MA,TRM_488004,00,moderate
TXN_00004141,CUST_000395,8564,Visa,2024-07-17,16:07:11,25.92,Safeway,Grocery,5411,Los Angeles,CA,TRM_737499,00,moderate
TXN_00006466,CUST_000030,4886,Visa,2024-07-17,16:35:05,389.07,Macy's,Department Store,5311,Jersey City,NJ,TRM_679234,00,high_spender
TXN_00002591,CUST_000475,3140,American Express,2024-07-17,17:12:58,184.84,Public Transit,Transportation,4111,Kent,WA,TRM_438262,00,high_spender
TXN_00004778,CUST_000930,8341,Mastercard,2024-07-17,17:18:54,76.07,Shell,Gas Station,5541,Gilbert,AZ,TRM_844135,00,conservative
TXN_00001477,CUST_000664,9793,Mastercard,2024-07-17,18:59:46,69.05,Pharmacy Plus,Pharmacy,5122,Cambridge,MA,TRM_907517,00,moderate
TXN_00008584,CUST_001300,0050,Discover,2024-07-17,19:15:44,241.06,Costco,Grocery,5499,Philadelphia,PA,TRM_771980,00,high_spender
TXN_00008717,CUST_000403,0645,American Express,2024-07-17,19:53:29,85.05,Valero,Gas Station,5542,Cary,NC,TRM_477796,05,moderate
TXN_00007113,CUST_000732,3169,Discover,2024-07-17,20:06:33,232.03,Walmart,Grocery,5411,Corpus Christi,TX,TRM_791169,00,high_spender
TXN_00002526,CUST_000684,2907,American Express,2024-07-17,21:34:16,96.09,Domino's,Restaurant,5814,Winston-Salem,NC,TRM_667575,00,high_spender
TXN_00001371,CUST_001458,7526,Discover,2024-07-17,22:06:24,20.15,Movie Theater,Entertainment,7841,Sacramento,CA,TRM_528506,00,conservative
TXN_00009901,CUST_000460,4327,Visa,2024-07-17,22:34:54,83.4,Chipotle,Restaurant,5812,New Bedford,MA,TRM_747060,00,moderate
TXN_00008887,CUST_000727,4168,Mastercard,2024-07-18,00:39:19,254.02,McDonald's,Restaurant,5812,Yonkers,NY,TRM_293930,00,high_spender
TXN_00001855,CUST_000242,2887,Discover,2024-07-18,00:52:44,53.7,Panera,Restaurant,5812,Winston-Salem,NC,TRM_706359,00,moderate
TXN_00007077,CUST_001062,4482,Visa,2024-07-18,02:16:43,112.98,Valero,Gas Station,5541,Corpus Christi,TX,TRM_198174,00,moderate
TXN_00004823,CUST_001353,3693,Discover,2024-07-18,03:19:20,172.64,Valero,Gas Station,5542,Scottsdale,AZ,TRM_169198,61,high_spender
TXN_00008078,CUST_001227,5405,Discover,2024-07-18,06:38:25,280.01,Macy's,Department Store,5399,San Diego,CA,TRM_885484,00,moderate
TXN_00001970,CUST_000272,0294,Mastercard,2024-07-18,08:25:19,124.95,Walmart,Grocery,5411,Raleigh,NC,TRM_308173,00,high_spender
TXN_00006283,CUST_000076,1188,Visa,2024-07-18,08:46:47,9.62,Rite Aid,Pharmacy,5122,Tacoma,WA,TRM_555204,00,conservative
TXN_00002450,CUST_000546,9853,Visa,2024-07-18,09:03:36,133.07,Taxi,Transportation,4111,Hialeah,FL,TRM_797795,00,conservative
TXN_00000507,CUST_001367,3862,American Express,2024-07-18,13:10:37,168.74,Mall ATM,ATM,6012,Seattle,WA,TRM_835739,00,conservative
