transaction_id,customer_id,card_number_last4,card_type,transaction_date,transaction_time,amount,merchant_name,merchant_category,merchant_category_code,city,state,terminal_id,response_code,spending_pattern
TXN_00000801,CUST_000108,6928,Visa,2024-07-17,03:15:20,22.7,Chevron,Gas Station,5542,Yonkers,NY,TRM_131599,00,high_spender
TXN_00000598,CUST_000104,0389,Mastercard,2024-07-17,08:19:03,83.94,Wegmans,Grocery,5499,San Antonio,TX,TRM_619785,00,conservative
TXN_00000120,CUST_000035,8765,Discover,2024-07-17,13:46:56,443.16,Best Buy Online,Online Retail,5969,Oakland,CA,TRM_336706,00,high_spender
TXN_00000242,CUST_000112,8364,American Express,2024-07-17,17:01:39,193.38,Starbucks,Restaurant,5812,Newark,NJ,TRM_791281,00,high_spender
TXN_00000936,CUST_000140,3059,Discover,2024-07-17,18:04:39,41.67,Rite Aid,Pharmacy,5122,Scottsdale,AZ,TRM_170591,00,conservative
TXN_00000477,CUST_000198,9285,Mastercard,2024-07-18,06:17:22,23.7,Chevron,Gas Station,5542,St. Petersburg,FL,TRM_462920,00,conservative
TXN_00000623,CUST_000135,8026,Discover,2024-07-18,12:13:22,457.04,Mall ATM,ATM,6011,Jacksonville,FL,TRM_101142,00,moderate
TXN_00000465,CUST_000030,1435,Discover,2024-07-19,14:01:04,625.58,Wayfair,Online Retail,5999,Houston,TX,TRM_502355,00,high_spender
TXN_00000418,CUST_000056,3948,Discover,2024-07-19,17:43:53,87.0,Chevron,Gas Station,5541,Ann Arbor,MI,TRM_385109,00,moderate
TXN_00000359,CUST_000045,6762,Discover,2024-07-19,17:55:56,251.91,Convenience Store ATM,ATM,6012,Renton,WA,TRM_113913,51,conservative
TXN_00000656,CUST_000139,6742,Discover,2024-07-20,00:06:39,96.78,Costco,Grocery,5411,Worcester,MA,TRM_677348,00,high_spender
TXN_00000725,CUST_000074,7473,Discover,2024-07-20,18:15:39,194.94,Lyft,Transportation,4111,Newark,NJ,TRM_323571,00,high_spender
TXN_00000719,CUST_000057,8670,Mastercard,2024-07-21,01:49:05,104.27,Sunoco,Gas Station,5542,Jersey City,NJ,TRM_326738,00,moderate
TXN_00000750,CUST_000131,4622,American Express,2024-07-21,03:13:35,180.93,BP,Gas Station,5542,Erie,PA,TRM_129256,00,high_spender
TXN_00000491,CUST_000175,6874,American Express,2024-07-21,07:33:52,52.41,BP,Gas Station,5541,Cheektowaga,NY,TRM_380031,00,moderate
TXN_00000300,CUST_000054,6958,American Express,2024-07-21,20:17:17,85.93,Costco,Grocery,5499,Erie,PA,TRM_507937,00,moderate
TXN_00000403,CUST_000188,0828,American Express,2024-07-22,18:49:34,74.01,Starbucks,Restaurant,5812,Rochester,NY,TRM_343060,00,moderate
TXN_00000862,CUST_000185,6090,American Express,2024-07-23,07:09:26,47.5,Marathon,Gas Station,5542,Austin,TX,TRM_728589,00,moderate
TXN_00000831,CUST_000115,7881,Visa,2024-07-23,13:02:48,111.21,Chipotle,Restaurant,5814,Bethlehem,PA,TRM_477157,00,moderate
TXN_00000181,CUST_000174,7580,Discover,2024-07-23,23:34:39,74.27,Domino's,Restaurant,5814,Roswell,GA,TRM_856254,00,high_spender
TXN_00000125,CUST_000009,4717,American Express,2024-07-24,02:42:57,885.46,Medical Center,Healthcare,8011,Spokane,WA,TRM_389809,00,conservative
TXN_00000298,CUST_000197,2276,American Express,2024-07-24,14:22:26,112.19,B&H Photo,Electronics,5732,Raleigh,NC,TRM_388039,00,high_spender
TXN_00000128,CUST_000050,8782,Discover,2024-07-24,17:31:24,19.35,Mobil,Gas Station,5541,Toms River,NJ,TRM_877048,00,conservative
TXN_00000649,CUST_000198,3421,Mastercard,2024-07-24,18:57:59,26.15,Exxon,Gas Station,5542,Tallahassee,FL,TRM_986709,00,conservative
TXN_00000754,CUST_000147,7351,Visa,2024-07-24,21:23:50,1674.46,Walmart.com,Online Retail,5969,Albany,NY,TRM_603335,00,conservative
TXN_00000837,CUST_000182,3434,Discover,2024-07-25,17:58:16,169.53,B&H Photo,Electronics,5045,Cincinnati,OH,TRM_939956,00,conservative
TXN_00000661,CUST_000034,5031,Visa,2024-07-25,19:34:59,117.21,Chipotle,Restaurant,5812,Tampa,FL,TRM_979756,00,moderate
TXN_00000561,CUST_000110,0768,Visa,2024-07-26,12:30:53,598.93,B&H Photo,Electronics,5732,Flint,MI,TRM_211193,14,high_spender
TXN_00000085,CUST_000151,5182,Discover,2024-07-26,16:24:40,256.58,Safeway,Grocery,5499,Hampton,VA,TRM_599704,00,high_spender
TXN_00000186,CUST_000092,3230,Discover,2024-07-27,12:28:12,206.4,Costco,Grocery,5499,Jacksonville,FL,TRM_284630,00,high_spender
TXN_00000254,CUST_000128,9644,Discover,2024-07-27,16:13:47,170.52,GameStop,Electronics,5732,Reading,PA,TRM_299829,00,conservative
TXN_00000897,CUST_000063,8500,American Express,2024-07-27,19:51:22,80.1,McDonald's,Restaurant,5812,Evanston,IL,TRM_406400,00,high_spender
TXN_00000500,CUST_000049,4974,American Express,2024-07-27,22:50:37,296.56,Marriott,Hotel,3501,Paterson,NJ,TRM_603251,00,conservative
TXN_00000925,CUST_000091,3916,American Express,2024-07-28,04:10:03,885.52,B&H Photo,Electronics,5732,Gilbert,AZ,TRM_661869,00,conservative
TXN_00000548,CUST_000147,7082,Visa,2024-07-28,11:27:19,10.28,Safeway,Grocery,5411,Rochester,NY,TRM_222964,00,conservative
TXN_00000855,CUST_000157,5837,American Express,2024-07-28,14:49:48,44.91,Etsy,Online Retail,5999,Sandy Springs,GA,TRM_896976,00,high_spender
TXN_00000256,CUST_000057,2683,Mastercard,2024-07-28,14:51:43,232.04,Macy's,Department Store,5311,Edison,NJ,TRM_415686,00,moderate
TXN_00000446,CUST_000005,0493,Mastercard,2024-07-28,15:26:27,85.6,Bloomingdale's,Department Store,5311,San Antonio,TX,TRM_670297,00,high_spender
TXN_00000149,CUST_000010,0647,Mastercard,2024-07-28,16:10:31,119.75,Kohl's,Department Store,5311,Raleigh,NC,TRM_719755,00,conservative
TXN_00000472,CUST_000012,6989,Mastercard,2024-07-28,17:20:43,3.73,Rite Aid,Pharmacy,5122,Norfolk,VA,TRM_323701,00,conservative
TXN_00000547,CUST_000098,8623,Visa,2024-07-30,13:42:07,39.01,Starbucks,Restaurant,5812,Schaumburg,IL,TRM_586129,00,conservative
TXN_00000270,CUST_000120,2290,American Express,2024-07-30,16:54:35,38.93,Starbucks,Restaurant,5812,Woodbridge,NJ,TRM_343974,00,moderate
TXN_00000782,CUST_000064,0516,Visa,2024-07-31,10:23:24,39.81,CVS,Pharmacy,5912,San Antonio,TX,TRM_522101,00,conservative
TXN_00000631,CUST_000191,9403,American Express,2024-07-31,18:39:28,71.46,Exxon,Gas Station,5542,Edison,NJ,TRM_959206,00,moderate
TXN_00000486,CUST_000193,3396,American Express,2024-08-01,15:05:36,70.6,Rite Aid,Pharmacy,5912,Edison,NJ,TRM_460489,05,high_spender
TXN_00000432,CUST_000002,0836,Discover,2024-08-01,18:40:14,161.62,Starbucks,Restaurant,5814,San Antonio,TX,TRM_682532,00,high_spender
TXN_00000799,CUST_000140,3127,Discover,2024-08-02,07:47:32,63.26,Exxon,Gas Station,5542,Mesa,AZ,TRM_340677,00,conservative
TXN_00000006,CUST_000115,1355,Visa,2024-08-02,12:27:17,116.91,Walmart,Grocery,5411,Bethlehem,PA,TRM_501451,51,moderate
TXN_00000357,CUST_000029,8040,Discover,2024-08-02,13:59:55,37.19,Olive Garden,Restaurant,5812,Sacramento,CA,TRM_326936,00,moderate
TXN_00000896,CUST_000069,5230,Mastercard,2024-08-02,18:37:13,19.81,Shell,Gas Station,5542,New Bedford,MA,TRM_236659,00,high_spender
TXN_00000721,CUST_000179,7740,Visa,2024-08-02,19:31:52,181.04,Car Rental,Transportation,4121,Lansing,MI,TRM_889826,00,high_spender
TXN_00000265,CUST_000070,6626,American Express,2024-08-02,20:14:41,116.73,Safeway,Grocery,5499,New York,NY,TRM_835405,00,high_spender
TXN_00000736,CUST_000054,3744,American Express,2024-08-02,22:21:27,272.24,Wayfair,Online Retail,5999,Bethlehem,PA,TRM_702440,00,moderate
TXN_00000776,CUST_000028,8816,Discover,2024-08-03,09:46:06,170.67,Parking Garage,Transportation,4111,Cleveland,OH,TRM_632945,00,moderate
TXN_00000271,CUST_000139,5565,Discover,2024-08-03,10:04:32,1226.1,Dental Office,Healthcare,8021,New Bedford,MA,TRM_593549,00,high_spender
TXN_00000682,CUST_000137,6628,Visa,2024-08-03,14:44:17,64.0,Dillard's,Department Store,5399,Detroit,MI,TRM_773916,00,high_spender
TXN_00000404,CUST_000046,0000,American Express,2024-08-03,19:51:50,35.81,Bowling Alley,Entertainment,7832,Renton,WA,TRM_912965,05,moderate
TXN_00000718,CUST_000080,7626,Mastercard,2024-08-04,16:50:35,81.06,Kroger,Grocery,5499,Quincy,MA,TRM_971284,00,moderate
TXN_00000078,CUST_000117,3865,Mastercard,2024-08-04,19:06:45,135.74,Taxi,Transportation,4111,Elgin,IL,TRM_956934,00,conservative
TXN_00000253,CUST_000029,4570,Discover,2024-08-04,19:18:53,99.19,Saks,Department Store,5311,San Francisco,CA,TRM_967958,00,moderate
TXN_00000833,CUST_000033,5810,Discover,2024-08-05,09:32:01,98.66,Parking Garage,Transportation,4111,Lakewood,NJ,TRM_667109,00,conservative
TXN_00000511,CUST_000023,2519,American Express,2024-08-05,17:02:15,94.99,Health Mart,Pharmacy,5122,Seattle,WA,TRM_749515,00,high_spender
TXN_00000037,CUST_000175,5206,American Express,2024-08-05,18:07:59,155.09,Walmart,Grocery,5499,Toledo,OH,TRM_755993,00,moderate
TXN_00000959,CUST_000007,9723,American Express,2024-08-05,22:41:22,117.2,Sports Arena,Entertainment,7841,Albany,NY,TRM_509811,00,high_spender
TXN_00000129,CUST_000162,8253,Visa,2024-08-06,03:39:10,514.38,Doubletree,Hotel,3501,Quincy,MA,TRM_901351,00,moderate
TXN_00000422,CUST_000152,7812,American Express,2024-08-06,06:20:03,22.04,Walmart,Grocery,5499,New Rochelle,NY,TRM_585705,51,conservative
TXN_00000427,CUST_000095,5544,Visa,2024-08-07,01:57:55,52.84,Sunoco,Gas Station,5542,Hialeah,FL,TRM_291423,00,moderate
TXN_00000568,CUST_000156,8927,Discover,2024-08-07,23:01:51,99.5,Wayfair,Online Retail,5969,Chandler,AZ,TRM_309730,00,conservative
TXN_00000060,CUST_000106,4329,Discover,2024-08-08,03:12:21,847.92,GameStop,Electronics,5045,Mesa,AZ,TRM_901619,00,moderate
TXN_00000861,CUST_000009,4874,American Express,2024-08-08,06:42:09,65.8,Chevron,Gas Station,5541,Kent,WA,TRM_691690,00,conservative
TXN_00000728,CUST_000188,9121,American Express,2024-08-09,16:52:16,156.58,Kroger,Grocery,5499,Rochester,NY,TRM_640027,05,moderate
TXN_00000790,CUST_000001,4624,Mastercard,2024-08-09,23:37:11,352.41,Etsy,Online Retail,5969,Tallahassee,FL,TRM_631173,00,high_spender
TXN_00000780,CUST_000169,6163,Visa,2024-08-10,10:02:32,596.25,Gas Station ATM,ATM,6011,Richmond,VA,TRM_113830,00,moderate
TXN_00000216,CUST_000148,8909,Mastercard,2024-08-10,18:59:31,507.92,Kroger,Grocery,5411,Cleveland,OH,TRM_570445,00,conservative
TXN_00000019,CUST_000145,5676,Mastercard,2024-08-10,19:01:25,1.29,Panera,Restaurant,5814,Jersey City,NJ,TRM_493892,00,moderate
TXN_00000975,CUST_000089,7733,Visa,2024-08-11,02:56:16,416.95,Walmart.com,Online Retail,5999,Lakewood,NJ,TRM_839094,00,moderate
TXN_00000620,CUST_000140,5124,Discover,2024-08-11,08:05:24,2.43,Taxi,Transportation,4111,Gilbert,AZ,TRM_593103,00,conservative
TXN_00000010,CUST_000177,1473,American Express,2024-08-11,19:29:13,41.0,Chipotle,Restaurant,5814,Naperville,IL,TRM_247720,00,conservative
TXN_00000748,CUST_000197,8252,American Express,2024-08-13,09:01:12,192.34,McDonald's,Restaurant,5814,Wilmington,NC,TRM_801904,00,high_spender
TXN_00000517,CUST_000177,9498,American Express,2024-08-13,14:16:34,29.04,Olive Garden,Restaurant,5812,Aurora,IL,TRM_201224,00,conservative
TXN_00000183,CUST_000178,0767,Discover,2024-08-14,01:03:19,874.5,Best Buy,Electronics,5732,Houston,TX,TRM_933790,00,conservative
TXN_00000197,CUST_000057,2525,Mastercard,2024-08-14,09:39:23,19.61,Sunoco,Gas Station,5541,Toms River,NJ,TRM_992919,00,moderate
TXN_00000992,CUST_000017,8631,American Express,2024-08-14,21:53:17,187.03,BP,Gas Station,5541,Toms River,NJ,TRM_271471,00,high_spender
TXN_00000926,CUST_000016,9913,Discover,2024-08-15,08:49:47,55.92,Chevron,Gas Station,5542,Cincinnati,OH,TRM_263183,00,conservative
TXN_00000658,CUST_000097,8149,American Express,2024-08-15,12:26:29,71.04,Olive Garden,Restaurant,5814,Jacksonville,FL,TRM_678643,00,high_spender
TXN_00000929,CUST_000103,2859,Visa,2024-08-15,13:21:27,166.79,Gas Station ATM,ATM,6011,Glendale,AZ,TRM_938991,00,moderate
TXN_00000235,CUST_000042,9275,Visa,2024-08-15,18:05:04,25.38,Olive Garden,Restaurant,5812,Evanston,IL,TRM_637373,51,conservative
TXN_00000142,CUST_000127,5725,Mastercard,2024-08-15,18:30:36,45.09,Marathon,Gas Station,5542,Norfolk,VA,TRM_271241,00,conservative
TXN_00000127,CUST_000104,4328,Mastercard,2024-08-16,09:44:52,41.6,Health Mart,Pharmacy,5122,Scranton,PA,TRM_141241,00,conservative
TXN_00000203,CUST_000025,3023,Visa,2024-08-16,14:26:41,72.96,Exxon,Gas Station,5542,Rochester,NY,TRM_371950,00,high_spender
TXN_00000713,CUST_000171,9229,Visa,2024-08-17,08:24:20,88.23,Parking Garage,Transportation,4111,Dallas,TX,TRM_463828,51,conservative
TXN_00000621,CUST_000092,0835,Discover,2024-08-17,21:20:06,43.4,Sports Arena,Entertainment,7832,Fort Lauderdale,FL,TRM_960442,00,high_spender
TXN_00000262,CUST_000010,3326,Mastercard,2024-08-18,12:40:53,79.46,Medical Center,Healthcare,8011,Cary,NC,TRM_953370,00,conservative
TXN_00000468,CUST_000158,8260,Visa,2024-08-18,18:27:11,87.97,Marathon,Gas Station,5541,Sacramento,CA,TRM_417430,00,high_spender
TXN_00000066,CUST_000043,1701,Visa,2024-08-19,09:21:17,21.19,Panera,Restaurant,5812,Elizabeth,NJ,TRM_523037,00,high_spender
TXN_00000990,CUST_000200,7008,Mastercard,2024-08-19,10:28:20,2.28,Lab Services,Healthcare,8021,Corpus Christi,TX,TRM_786870,00,high_spender
TXN_00000071,CUST_000175,9094,American Express,2024-08-19,11:32:07,596.94,Lab Services,Healthcare,8021,Rochester,NY,TRM_614379,00,moderate
TXN_00000611,CUST_000078,9189,Mastercard,2024-08-19,18:19:28,81.57,Public Transit,Transportation,4121,Glendale,AZ,TRM_657336,00,conservative
TXN_00000775,CUST_000035,9868,Discover,2024-08-19,18:23:57,307.57,Costco,Grocery,5499,Los Angeles,CA,TRM_947957,00,high_spender
TXN_00000312,CUST_000028,0548,Discover,2024-08-19,18:30:46,77.26,Shell,Gas Station,5542,Parma,OH,TRM_487395,00,moderate
TXN_00000287,CUST_000083,5819,Visa,2024-08-20,00:32:51,70.44,Chipotle,Restaurant,5814,Aurora,IL,TRM_983101,00,moderate
TXN_00000746,CUST_000005,1621,Mastercard,2024-08-20,09:54:02,246.8,Walmart,Grocery,5499,Athens,GA,TRM_885657,00,high_spender
TXN_00000194,CUST_000095,1257,Visa,2024-08-20,16:26:28,31.41,McDonald's,Restaurant,5812,Miami,FL,TRM_608306,00,moderate
TXN_00000411,CUST_000186,9156,Discover,2024-08-20,20:31:48,50.6,CVS,Pharmacy,5122,Brockton,MA,TRM_217455,00,conservative
TXN_00000605,CUST_000057,4722,Mastercard,2024-08-21,08:24:06,25.11,Valero,Gas Station,5541,Woodbridge,NJ,TRM_118968,65,moderate
TXN_00000778,CUST_000119,5956,Visa,2024-08-21,18:36:02,204.71,Sunoco,Gas Station,5541,Miami,FL,TRM_317294,00,high_spender
TXN_00000692,CUST_000049,2510,American Express,2024-08-21,22:07:09,289.0,Medical Center,Healthcare,8021,Paterson,NJ,TRM_649005,00,conservative
TXN_00000299,CUST_000132,3059,Mastercard,2024-08-21,23:19:27,206.36,Target.com,Online Retail,5999,San Antonio,TX,TRM_595890,00,moderate
TXN_00000322,CUST_000142,0858,Mastercard,2024-08-23,15:25:52,79.95,Chevron,Gas Station,5542,Yonkers,NY,TRM_341616,00,conservative
TXN_00000028,CUST_000200,1543,Mastercard,2024-08-24,16:36:33,160.93,Best Buy Online,Online Retail,5999,Fort Worth,TX,TRM_855917,05,high_spender
TXN_00000233,CUST_000069,5681,Mastercard,2024-08-24,17:36:50,176.75,Uber,Transportation,4111,Long Beach,CA,TRM_626570,00,high_spender
TXN_00000228,CUST_000093,2252,Visa,2024-08-24,18:11:27,97.83,Publix,Grocery,5499,Cambridge,MA,TRM_509573,00,moderate
TXN_00000551,CUST_000134,6607,Discover,2024-08-24,18:16:21,92.72,Whole Foods,Grocery,5499,New York,NY,TRM_437276,51,moderate
TXN_00000554,CUST_000118,5344,American Express,2024-08-25,07:57:08,74.62,Sunoco,Gas Station,5542,San Antonio,TX,TRM_500383,00,moderate
TXN_00000467,CUST_000077,6834,Visa,2024-08-25,21:18:00,291.76,Uber,Transportation,4121,Bellevue,WA,TRM_680870,00,high_spender
TXN_00000313,CUST_000144,7553,Mastercard,2024-08-26,12:34:48,50.57,Rite Aid,Pharmacy,5122,Rochester,NY,TRM_810587,00,moderate
TXN_00000507,CUST_000168,9466,Visa,2024-08-26,15:56:18,220.69,Medical Center,Healthcare,8011,Alexandria,VA,TRM_454775,00,high_spender
TXN_00000755,CUST_000196,0305,Discover,2024-08-26,19:12:05,89.13,Domino's,Restaurant,5814,Chicago,IL,TRM_530760,00,moderate
TXN_00000319,CUST_000058,1779,Mastercard,2024-08-28,11:30:29,147.64,Domino's,Restaurant,5812,Charlotte,NC,TRM_305821,00,moderate
TXN_00000785,CUST_000072,4708,American Express,2024-08-28,15:06:07,472.5,eBay,Online Retail,5999,Dayton,OH,TRM_478702,00,moderate
TXN_00000266,CUST_000060,5593,Mastercard,2024-08-28,20:47:48,193.22,Bowling Alley,Entertainment,7832,Charlotte,NC,TRM_406616,65,high_spender
TXN_00000883,CUST_000060,1063,Mastercard,2024-08-29,18:58:16,56.32,Mobil,Gas Station,5542,Raleigh,NC,TRM_590400,00,high_spender
TXN_00000279,CUST_000076,0448,Mastercard,2024-08-30,17:28:20,40.98,Exxon,Gas Station,5541,Woodbridge,NJ,TRM_325555,00,moderate
TXN_00000150,CUST_000098,6986,Visa,2024-08-30,18:22:03,72.14,Olive Garden,Restaurant,5812,Aurora,IL,TRM_379570,00,conservative
TXN_00000495,CUST_000010,5742,Mastercard,2024-08-31,06:25:06,39.44,Chevron,Gas Station,5541,Greensboro,NC,TRM_252199,00,conservative
TXN_00000475,CUST_000060,3541,Mastercard,2024-09-01,03:49:32,2544.72,Medical Center,Healthcare,8011,Winston-Salem,NC,TRM_815745,00,high_spender
TXN_00000309,CUST_000051,7258,Mastercard,2024-09-01,13:31:19,186.62,Target,Grocery,5499,Bakersfield,CA,TRM_606755,00,high_spender
TXN_00000584,CUST_000088,4417,Discover,2024-09-01,15:05:53,520.04,Hyatt,Hotel,7011,Cambridge,MA,TRM_276389,00,moderate
TXN_00000694,CUST_000066,6303,Visa,2024-09-01,15:32:16,72.39,Duane Reade,Pharmacy,5122,Chesapeake,VA,TRM_748509,00,high_spender
TXN_00001000,CUST_000156,1250,Discover,2024-09-02,03:33:58,64.42,Walmart,Grocery,5411,Phoenix,AZ,TRM_245535,00,conservative
TXN_00000248,CUST_000159,4145,Discover,2024-09-02,11:08:06,268.31,Panera,Restaurant,5812,Norfolk,VA,TRM_821338,00,high_spender
TXN_00000827,CUST_000060,5631,Mastercard,2024-09-02,14:08:28,174.54,Pizza Hut,Restaurant,5812,Wilmington,NC,TRM_938651,00,high_spender
TXN_00000786,CUST_000051,4999,Mastercard,2024-09-03,16:17:20,431.68,Best Buy Online,Online Retail,5999,Bakersfield,CA,TRM_650777,00,high_spender
TXN_00000957,CUST_000059,8009,American Express,2024-09-03,19:12:56,189.57,Toll Road,Transportation,4111,Woodbridge,NJ,TRM_161648,00,moderate
TXN_00000165,CUST_000173,0310,Visa,2024-09-04,06:25:07,16.4,Marathon,Gas Station,5541,Corpus Christi,TX,TRM_829842,00,moderate
TXN_00000063,CUST_000030,1972,Discover,2024-09-04,08:53:33,210.6,Sunoco,Gas Station,5541,Houston,TX,TRM_194458,00,high_spender
TXN_00000570,CUST_000126,0392,American Express,2024-09-04,12:10:39,239.36,Olive Garden,Restaurant,5814,Arlington,TX,TRM_296272,00,high_spender
TXN_00000937,CUST_000088,2678,Discover,2024-09-04,12:25:48,140.53,Saks,Department Store,5311,Boston,MA,TRM_925067,00,moderate
TXN_00000482,CUST_000112,0537,American Express,2024-09-04,16:13:34,123.49,Target,Grocery,5411,Woodbridge,NJ,TRM_660965,00,high_spender
TXN_00000146,CUST_000173,1647,Visa,2024-09-04,17:27:13,94.99,Costco,Grocery,5499,San Antonio,TX,TRM_729554,00,moderate
TXN_00000628,CUST_000175,0669,American Express,2024-09-05,12:54:21,264.92,Saks,Department Store,5311,Rochester,NY,TRM_138428,00,moderate
TXN_00000302,CUST_000055,8636,Visa,2024-09-06,07:49:49,82.92,Sunoco,Gas Station,5542,Sacramento,CA,TRM_618870,00,conservative
TXN_00000093,CUST_000075,2073,Visa,2024-09-06,19:17:44,171.16,McDonald's,Restaurant,5814,Atlanta,GA,TRM_458521,00,high_spender
TXN_00000103,CUST_000178,4394,Discover,2024-09-06,19:21:13,261.6,Target.com,Online Retail,5969,Dallas,TX,TRM_155663,00,conservative
TXN_00000490,CUST_000047,3326,Mastercard,2024-09-07,06:29:55,82.68,Valero,Gas Station,5542,Jersey City,NJ,TRM_956244,00,conservative
TXN_00000217,CUST_000096,7050,Mastercard,2024-09-07,14:54:49,232.75,Domino's,Restaurant,5814,Orlando,FL,TRM_745430,00,high_spender
TXN_00000969,CUST_000028,5143,Discover,2024-09-07,16:42:01,57.05,Valero,Gas Station,5542,Canton,OH,TRM_532084,00,moderate
TXN_00000328,CUST_000005,5626,Mastercard,2024-09-07,19:44:41,154.85,Subway,Restaurant,5814,San Antonio,TX,TRM_208659,00,high_spender
TXN_00000437,CUST_000185,0048,American Express,2024-09-07,22:08:37,476.11,Walmart.com,Online Retail,5999,Houston,TX,TRM_612696,00,moderate
TXN_00000583,CUST_000106,6857,Discover,2024-09-08,17:45:05,116.32,Chevron,Gas Station,5542,Gilbert,AZ,TRM_540636,00,moderate
TXN_00000007,CUST_000064,1551,Visa,2024-09-08,20:33:24,77.78,Sports Arena,Entertainment,7832,Austin,TX,TRM_676713,00,conservative
TXN_00000804,CUST_000023,3045,American Express,2024-09-09,05:20:32,223.78,Wegmans,Grocery,5411,Tacoma,WA,TRM_941316,00,high_spender
TXN_00000806,CUST_000047,3074,Mastercard,2024-09-09,06:45:33,853.4,Best Buy,Electronics,5045,St. Petersburg,FL,TRM_509380,00,conservative
TXN_00000795,CUST_000196,3252,Discover,2024-09-09,14:15:27,79.96,Starbucks,Restaurant,5814,Evanston,IL,TRM_926690,00,moderate
TXN_00000035,CUST_000113,2544,American Express,2024-09-10,06:51:47,76.14,Publix,Grocery,5499,Allentown,PA,TRM_700556,61,conservative
TXN_00000881,CUST_000055,7774,Visa,2024-09-10,14:55:38,119.31,Zappos,Online Retail,5969,Bakersfield,CA,TRM_106687,00,conservative
TXN_00000383,CUST_000095,1028,Visa,2024-09-10,19:59:25,107.97,Safeway,Grocery,5499,Tampa,FL,TRM_549359,00,moderate
TXN_00000997,CUST_000184,2188,Mastercard,2024-09-10,20:13:17,306.23,eBay,Online Retail,5969,Wilmington,NC,TRM_853499,00,conservative
TXN_00000873,CUST_000022,5627,American Express,2024-09-11,11:49:46,60.39,Pizza Hut,Restaurant,5812,Dallas,TX,TRM_882249,00,conservative
TXN_00000177,CUST_000097,0489,American Express,2024-09-11,15:37:15,323.25,Kohl's,Department Store,5399,Chicago,IL,TRM_807890,00,high_spender
TXN_00000762,CUST_000044,2873,American Express,2024-09-12,14:02:57,810.41,Etsy,Online Retail,5969,Gilbert,AZ,TRM_966507,00,high_spender
TXN_00000879,CUST_000163,7115,Discover,2024-09-12,16:17:59,106.59,Car Rental,Transportation,4111,Akron,OH,TRM_337797,00,high_spender
TXN_00000530,CUST_000050,7873,Discover,2024-09-13,18:55:50,14.66,Subway,Restaurant,5812,Newark,NJ,TRM_110111,00,conservative
